enrollment_id,participant_id,cohort_id,program_id,program_name,program_category,program_goal,delivery_language,delivery_mode,trainer_id,cohort_state,start_date,end_date,cohort_month,state,city,age_band,gender,employment_status,primary_device,digital_confidence,acquisition_channel,motivation,attendance_rate,risk_band,completion_status,completed_flag,pre_score,post_score,score_improvement,satisfaction_score,recommendation_score,employment_outcome,ticket_count,avg_resolution_hours,support_sla_rate
EN00083,PT0254,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Selangor,Petaling,25-34,Male,Student,Mobile,High,Employer,Career growth,1.0,On track,Completed,1,51.7,71.3,19.6,5.0,8.0,Not measured,0,,
EN00084,PT0582,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Selangor,Petaling,35-44,Female,Self-employed,Mobile,Medium,Organic,Employer requirement,1.0,On track,Completed,1,64.9,97.9,33.0,5.0,10.0,Not measured,1,19.7,1.0
EN00085,PT0643,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Penang,George Town,25-34,Female,Employed,Laptop/Desktop,Medium,Organic,Career growth,0.8333,On track,Completed,1,46.1,73.4,27.3,,,Not measured,1,21.1,1.0
EN00086,PT0528,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Penang,George Town,45+,Female,Job seeker,Mobile,Low,Referral,Digital confidence,0.6667,Watch,In progress / incomplete,0,38.7,57.8,19.1,4.0,8.0,Not measured,0,,
EN00087,PT0268,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Kuala Lumpur,North,25-34,Female,Employed,Laptop/Desktop,Low,Employer,Career growth,0.8333,On track,Completed,1,42.0,73.8,31.8,5.0,7.0,Not measured,2,17.4,1.0
EN00088,PT0708,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Kuala Lumpur,Central,25-34,Female,Student,Mobile,High,Organic,Career growth,0.6667,Watch,Completed,1,47.1,62.0,14.9,3.0,5.0,Not measured,0,,
EN00089,PT0704,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Kuala Lumpur,Central,35-44,Female,Employed,Mobile,Medium,Employer,Job search,0.3333,High risk,Completed,1,40.4,48.1,7.7,2.0,4.0,Not measured,0,,
EN00090,PT0026,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Sarawak,Miri,18-24,Female,Employed,Mobile,High,Community partner,Career growth,0.8333,On track,Completed,1,50.6,70.9,20.3,4.0,9.0,Not measured,0,,
EN00091,PT0742,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Sabah,Kota Kinabalu,18-24,Male,Employed,Mobile,Low,Organic,Digital confidence,0.5,Watch,Completed,1,39.2,55.4,16.2,3.0,4.0,Not measured,1,7.5,1.0
EN00092,PT0687,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Selangor,Petaling,25-34,Male,Employed,Mobile,Medium,Referral,Career growth,0.8333,On track,Completed,1,53.8,71.3,17.5,4.0,7.0,Not measured,0,,
EN00093,PT0733,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Kuala Lumpur,Central,25-34,Male,Job seeker,Laptop/Desktop,Medium,Community partner,Job search,0.8333,On track,Completed,1,45.8,62.4,16.6,5.0,8.0,Not measured,1,11.0,1.0
EN00094,PT0068,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Sarawak,Kuching,18-24,Male,Employed,Mobile,Medium,Community partner,Job search,0.8333,On track,Completed,1,49.0,65.6,16.6,,,Not measured,1,56.3,0.0
EN00095,PT0253,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Johor,Muar,25-34,Male,Self-employed,Mobile,Medium,Organic,Digital confidence,0.3333,High risk,Dropped,0,48.9,70.0,21.1,3.0,3.0,Not measured,0,,
EN00096,PT0633,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Johor,Johor Bahru,25-34,Male,Student,Mobile,High,Organic,Career growth,0.5,Watch,Completed,1,51.7,71.4,19.7,3.0,5.0,Not measured,1,8.0,1.0
EN00097,PT0706,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Sabah,Kota Kinabalu,35-44,Female,Job seeker,Mobile,Low,Community partner,Job search,0.8333,On track,Completed,1,53.4,73.2,19.8,4.0,6.0,Not measured,0,,
EN00098,PT0270,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Sabah,Sandakan,18-24,Female,Job seeker,Mobile,High,Community partner,Career growth,0.8333,On track,Completed,1,54.6,80.5,25.9,3.0,5.0,Not measured,0,,
EN00099,PT0717,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Kuala Lumpur,Central,25-34,Male,Student,Mobile,Medium,Community partner,Job search,1.0,On track,Completed,1,57.3,99.6,42.3,5.0,10.0,Not measured,1,11.1,1.0
EN00100,PT0336,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Johor,Johor Bahru,25-34,Male,Self-employed,Laptop/Desktop,High,Organic,Digital confidence,0.5,Watch,Completed,1,49.8,60.3,10.5,3.0,5.0,Not measured,0,,
EN00101,PT0317,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Selangor,Shah Alam,18-24,Male,Self-employed,Laptop/Desktop,Low,Community partner,Digital confidence,1.0,On track,Completed,1,40.4,77.9,37.5,,,Not measured,0,,
EN00102,PT0712,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Selangor,Petaling,18-24,Male,Job seeker,Laptop/Desktop,Medium,Organic,Job search,0.8333,On track,In progress / incomplete,0,51.1,79.3,28.2,5.0,10.0,Not measured,0,,
EN00103,PT0279,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Kuala Lumpur,North,18-24,Male,Employed,Laptop/Desktop,Medium,Organic,Career growth,0.8333,On track,Dropped,0,38.2,63.2,25.0,5.0,8.0,Not measured,2,10.2,1.0
EN00104,PT0614,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Penang,George Town,18-24,Male,Self-employed,Laptop/Desktop,Low,Organic,Career growth,0.8333,On track,Completed,1,61.8,100.0,38.2,5.0,10.0,Not measured,2,21.8,0.5
EN00105,PT0482,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Johor,Muar,35-44,Female,Employed,Mobile,Medium,Employer,Job search,0.6667,Watch,Completed,1,45.2,72.1,26.9,4.0,5.0,Not measured,2,36.5,1.0
EN00106,PT0184,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Kuala Lumpur,South,25-34,Male,Employed,Mobile,Medium,Community partner,Career growth,0.8333,On track,Completed,1,58.3,84.6,26.3,,,Not measured,0,,
EN00107,PT0034,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Selangor,Shah Alam,25-34,Female,Job seeker,Laptop/Desktop,Medium,Community partner,Employer requirement,1.0,On track,Completed,1,60.1,88.8,28.7,,,Not measured,0,,
EN00108,PT0158,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Penang,George Town,18-24,Male,Employed,Mobile,Low,Community partner,Career growth,0.5,Watch,Completed,1,52.0,68.1,16.1,4.0,6.0,Not measured,1,13.4,1.0
EN00109,PT0376,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Selangor,Petaling,25-34,Female,Employed,Laptop/Desktop,High,Employer,Career growth,1.0,On track,In progress / incomplete,0,59.4,77.7,18.3,5.0,10.0,Not measured,0,,
EN00110,PT0467,CH003,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,Virtual,TR05,Sabah,2025-01-13,2025-02-24,2025-01-01,Kuala Lumpur,South,25-34,Female,Job seeker,Mobile,Medium,Community partner,Career growth,0.5,Watch,Completed,1,67.8,84.7,16.9,3.0,5.0,Not measured,0,,
EN00111,PT0101,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Selangor,Klang,25-34,Female,Employed,Mobile,Medium,Organic,Job search,0.8333,On track,Completed,1,45.7,74.0,28.3,,,Not measured,0,,
EN00112,PT0649,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Kuala Lumpur,North,25-34,Female,Employed,Laptop/Desktop,High,Community partner,Job search,1.0,On track,Completed,1,65.6,84.5,18.9,4.0,7.0,Not measured,0,,
EN00113,PT0108,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Johor,Muar,25-34,Female,Student,Shared device,Low,Community partner,Career growth,0.3333,High risk,Dropped,0,42.4,49.0,6.6,2.0,1.0,Not measured,1,79.4,0.0
EN00114,PT0465,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Selangor,Klang,25-34,Female,Employed,Shared device,Medium,Organic,Employer requirement,0.6667,Watch,Completed,1,45.2,70.6,25.4,5.0,10.0,Not measured,0,,
EN00115,PT0306,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Sabah,Sandakan,25-34,Non-binary / Prefer not to say,Job seeker,Mobile,Low,Referral,Career growth,0.5,Watch,Completed,1,59.2,79.0,19.8,3.0,4.0,Not measured,0,,
EN00116,PT0542,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Selangor,Klang,35-44,Female,Job seeker,Laptop/Desktop,Low,Community partner,Job search,0.3333,High risk,In progress / incomplete,0,37.7,46.4,8.7,3.0,4.0,Not measured,2,43.0,1.0
EN00117,PT0046,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Selangor,Shah Alam,35-44,Female,Self-employed,Mobile,Medium,Community partner,Employer requirement,0.5,Watch,Completed,1,50.7,65.2,14.5,3.0,8.0,Not measured,0,,
EN00118,PT0684,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Selangor,Shah Alam,45+,Male,Employed,Shared device,Medium,Organic,Digital confidence,1.0,On track,Dropped,0,36.0,67.4,31.4,4.0,8.0,Not measured,0,,
EN00119,PT0283,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Kuala Lumpur,South,45+,Female,Job seeker,Laptop/Desktop,Low,Organic,Digital confidence,0.8333,On track,Dropped,0,48.9,69.7,20.8,4.0,7.0,Not measured,0,,
EN00120,PT0467,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Kuala Lumpur,South,25-34,Female,Job seeker,Mobile,Medium,Employer,Career growth,1.0,On track,Completed,1,56.0,80.0,24.0,,,Not measured,0,,
EN00121,PT0741,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Johor,Muar,25-34,Male,Employed,Mobile,Medium,Organic,Job search,1.0,On track,Completed,1,69.8,94.2,24.4,5.0,10.0,Not measured,0,,
EN00122,PT0680,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Penang,Seberang Perai,45+,Male,Job seeker,Laptop/Desktop,High,Organic,Job search,1.0,On track,Completed,1,70.6,90.1,19.5,4.0,7.0,Not measured,1,79.3,0.0
EN00123,PT0714,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Kuala Lumpur,South,25-34,Male,Job seeker,Mobile,High,Organic,Digital confidence,1.0,On track,Completed,1,65.0,100.0,35.0,5.0,10.0,Not measured,0,,
EN00124,PT0308,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Sarawak,Kuching,25-34,Male,Job seeker,Laptop/Desktop,Low,Organic,Digital confidence,0.8333,On track,Dropped,0,68.9,90.0,21.1,,,Not measured,0,,
EN00125,PT0311,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Kuala Lumpur,South,18-24,Male,Employed,Mobile,Medium,Community partner,Career growth,0.8333,On track,Completed,1,44.7,73.9,29.2,4.0,10.0,Not measured,0,,
EN00126,PT0403,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Kuala Lumpur,Central,35-44,Female,Student,Mobile,Medium,Community partner,Job search,0.8333,On track,Completed,1,56.2,81.3,25.1,,,Not measured,2,26.8,0.5
EN00127,PT0704,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Kuala Lumpur,Central,35-44,Female,Employed,Mobile,Medium,Employer,Career growth,0.5,Watch,Completed,1,26.3,41.3,15.0,2.0,4.0,Not measured,0,,
EN00128,PT0130,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Johor,Johor Bahru,35-44,Female,Employed,Laptop/Desktop,Medium,Organic,Job search,1.0,On track,Completed,1,56.7,91.8,35.1,5.0,10.0,Not measured,0,,
EN00129,PT0559,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Kuala Lumpur,South,25-34,Female,Student,Mobile,Low,Employer,Job search,0.3333,High risk,Completed,1,47.9,55.5,7.6,,,Not measured,2,22.6,0.5
EN00130,PT0141,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Kuala Lumpur,North,18-24,Male,Employed,Mobile,Medium,Organic,Job search,0.6667,Watch,Completed,1,38.4,56.5,18.1,4.0,9.0,Not measured,0,,
EN00131,PT0341,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Selangor,Shah Alam,45+,Male,Employed,Mobile,Low,Community partner,Employer requirement,0.6667,Watch,Completed,1,70.6,82.4,11.8,,,Not measured,0,,
EN00132,PT0521,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Penang,George Town,35-44,Female,Employed,Laptop/Desktop,High,Referral,Digital confidence,0.8333,On track,Completed,1,54.1,81.7,27.6,4.0,8.0,Not measured,0,,
EN00133,PT0350,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Selangor,Klang,35-44,Female,Job seeker,Mobile,Low,Community partner,Career growth,0.8333,On track,Completed,1,36.3,62.0,25.7,,,Not measured,0,,
EN00134,PT0416,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Selangor,Klang,35-44,Female,Job seeker,Mobile,Low,Referral,Digital confidence,0.8333,On track,Completed,1,36.9,72.3,35.4,4.0,7.0,Not measured,0,,
EN00135,PT0386,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Penang,Seberang Perai,25-34,Female,Student,Mobile,Low,Community partner,Career growth,0.1667,High risk,Dropped,0,50.6,69.6,19.0,3.0,5.0,Not measured,0,,
EN00136,PT0512,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Selangor,Petaling,35-44,Female,Job seeker,Laptop/Desktop,Medium,Employer,Digital confidence,1.0,On track,Completed,1,49.3,82.9,33.6,4.0,7.0,Not measured,0,,
EN00137,PT0524,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Kuala Lumpur,South,35-44,Female,Employed,Shared device,Medium,Referral,Career growth,0.8333,On track,Completed,1,50.4,80.7,30.3,4.0,6.0,Not measured,1,8.9,1.0
EN00138,PT0098,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Kuala Lumpur,South,18-24,Male,Job seeker,Mobile,Medium,Organic,Job search,1.0,On track,Completed,1,51.9,68.4,16.5,4.0,8.0,Not measured,1,49.4,0.0
EN00139,PT0212,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Penang,Seberang Perai,35-44,Female,Employed,Mobile,Medium,Organic,Employer requirement,0.3333,High risk,Dropped,0,33.5,50.0,16.5,4.0,8.0,Not measured,0,,
EN00140,PT0365,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Johor,Johor Bahru,25-34,Male,Self-employed,Mobile,Low,Referral,Career growth,0.6667,Watch,Completed,1,53.6,84.0,30.4,4.0,7.0,Not measured,1,42.3,1.0
EN00141,PT0231,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Kuala Lumpur,Central,18-24,Female,Self-employed,Laptop/Desktop,Low,Community partner,Digital confidence,0.6667,Watch,Completed,1,46.9,69.1,22.2,4.0,9.0,Not measured,1,14.0,1.0
EN00142,PT0398,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Sarawak,Miri,45+,Male,Job seeker,Mobile,High,Organic,Digital confidence,0.8333,On track,Completed,1,74.5,100.0,25.5,,,Not measured,0,,
EN00143,PT0495,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Kuala Lumpur,South,25-34,Male,Employed,Mobile,Medium,Community partner,Career growth,0.6667,Watch,Completed,1,43.3,61.8,18.5,,,Not measured,0,,
EN00144,PT0700,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Selangor,Petaling,25-34,Female,Self-employed,Mobile,Medium,Employer,Digital confidence,1.0,On track,Completed,1,51.8,80.1,28.3,,,Not measured,1,23.9,1.0
EN00145,PT0602,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Kuala Lumpur,Central,35-44,Male,Employed,Mobile,High,Employer,Job search,0.8333,On track,Dropped,0,81.1,100.0,18.9,5.0,10.0,Not measured,1,7.9,1.0
EN00146,PT0541,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Johor,Muar,25-34,Female,Job seeker,Mobile,Medium,Employer,Job search,1.0,On track,Completed,1,43.2,75.1,31.9,4.0,8.0,Not measured,0,,
EN00147,PT0021,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Penang,George Town,18-24,Male,Employed,Laptop/Desktop,Medium,Organic,Career growth,0.6667,Watch,Completed,1,66.7,88.9,22.2,4.0,8.0,Not measured,1,18.9,1.0
EN00148,PT0430,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Johor,Muar,35-44,Male,Job seeker,Mobile,Medium,Referral,Employer requirement,0.8333,On track,Completed,1,60.5,86.7,26.2,4.0,6.0,Not measured,1,20.2,1.0
EN00149,PT0456,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Kuala Lumpur,North,35-44,Female,Employed,Mobile,High,Referral,Job search,1.0,On track,Completed,1,47.6,76.3,28.7,,,Not measured,1,36.3,0.0
EN00150,PT0349,CH004,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Hybrid,TR03,Johor,2025-01-20,2025-03-03,2025-01-01,Penang,George Town,25-34,Male,Self-employed,Laptop/Desktop,Medium,Employer,Career growth,0.6667,Watch,Completed,1,61.4,81.4,20.0,3.0,6.0,Not measured,0,,
EN00151,PT0486,CH005,PRG05,Financial Literacy,Business,Community Upskilling,Hindi,Virtual,TR12,Penang,2025-01-06,2025-02-10,2025-01-01,Sarawak,Miri,18-24,Male,Job seeker,Mobile,Low,Community partner,Job search,0.6,Watch,Completed,1,53.0,71.3,18.3,4.0,7.0,Not measured,0,,
